Age,Gender,MaritalStatus,IncomeLevel,InteractionDate,InteractionType,ResolutionStatus,LastLoginDate,LoginFrequency,ServiceUsage,AmountSpent,ProductCategory,MonthYear,ChurnStatus,IncomeLevelClass
21.0,F,Widowed,Low,2022-10-22,Feedback,Resolved,2023-09-14,25.0,Mobile App,336.01,Furniture,2022-10,0.0,1
62.0,F,Widowed,Low,2022-04-16,Feedback,Unresolved,2023-11-21,45.0,Mobile App,199.62,Books,2022-04,0.0,1
37.0,M,Single,Low,2022-09-05,Complaint,Resolved,2023-07-21,1.0,Mobile App,266.32,Furniture,2022-01,0.0,1
63.0,M,Divorced,Medium,2022-06-21,Complaint,Resolved,2023-06-06,47.0,Mobile App,408.04,Groceries,2022-03,1.0,2
18.0,F,Single,Medium,2022-07-13,Feedback,Resolved,2023-08-26,13.0,Website,356.13,Furniture,2022-08,0.0,2
28.0,M,Single,High,2022-01-19,Complaint,Resolved,2023-01-03,16.0,Online Banking,428.65,Clothing,2022-12,0.0,3
21.0,M,Single,Low,2022-08-31,Inquiry,Resolved,2023-06-28,29.0,Mobile App,20.04,Furniture,2022-10,0.0,1
24.0,F,Single,Medium,2022-09-04,Feedback,Resolved,2023-06-24,39.0,Mobile App,85.25,Furniture,2022-04,0.0,2
45.0,M,Widowed,Low,2022-11-15,Complaint,Resolved,2023-08-04,29.0,Website,64.69,Furniture,2022-05,1.0,1
53.0,M,Divorced,Medium,2022-08-26,Feedback,Unresolved,2023-03-29,12.0,Mobile App,122.82,Books,2022-12,0.0,2
24.0,F,Married,Low,2022-05-30,Complaint,Resolved,2023-02-07,31.0,Website,355.6,Clothing,2022-01,0.0,1
37.0,M,Divorced,Medium,2022-01-29,Complaint,Unresolved,2023-10-31,20.0,Mobile App,366.77,Books,2022-05,0.0,2
52.0,M,Divorced,Medium,2022-06-06,Inquiry,Unresolved,2023-02-18,35.0,Online Banking,107.06,Clothing,2022-07,0.0,2
68.0,M,Single,Medium,2022-11-03,Inquiry,Resolved,2023-09-19,41.0,Mobile App,302.03,Books,2022-11,0.0,2
68.0,F,Divorced,Medium,2022-05-24,Complaint,Unresolved,2023-11-22,28.0,Online Banking,20.97,Groceries,2022-03,0.0,2
56.0,F,Single,High,2022-07-27,Feedback,Unresolved,2023-01-03,35.0,Mobile App,173.08,Electronics,2022-07,1.0,3
38.0,M,Married,Low,2022-06-28,Inquiry,Unresolved,2023-01-20,29.0,Website,244.37,Books,2022-05,0.0,1
61.0,F,Single,Medium,2022-04-23,Inquiry,Unresolved,2023-08-20,44.0,Mobile App,230.56,Groceries,2022-01,1.0,2
18.0,M,Married,Medium,2022-04-21,Inquiry,Unresolved,2023-01-29,39.0,Online Banking,426.22,Electronics,2022-04,0.0,2
54.0,F,Divorced,Low,2022-11-21,Complaint,Resolved,2023-09-23,29.0,Mobile App,446.7,Books,2022-09,0.0,1
63.0,M,Single,Medium,2022-09-20,Feedback,Resolved,2023-12-01,34.0,Website,477.4,Furniture,2022-08,0.0,2
59.0,F,Widowed,Medium,2022-09-18,Complaint,Resolved,2023-07-12,10.0,Mobile App,444.97,Groceries,2022-08,0.0,2
20.0,M,Married,Low,2022-08-26,Complaint,Resolved,2023-09-25,37.0,Online Banking,262.49,Clothing,2022-08,0.0,1
51.0,M,Divorced,High,2022-10-21,Feedback,Unresolved,2023-05-18,48.0,Website,435.24,Groceries,2022-09,0.0,3
30.0,F,Married,High,2022-01-24,Complaint,Resolved,2023-07-10,7.0,Mobile App,184.38,Furniture,2022-07,1.0,3
33.0,M,Single,Medium,2022-04-11,Feedback,Unresolved,2023-08-08,9.0,Website,131.59,Furniture,2022-05,0.0,2
51.0,M,Widowed,High,2022-08-05,Complaint,Resolved,2023-07-24,16.0,Website,422.53,Electronics,2022-07,0.0,3
41.0,F,Married,High,2022-12-26,Complaint,Resolved,2023-05-27,21.0,Mobile App,357.22,Furniture,2022-11,0.0,3
30.0,F,Married,Medium,2022-02-10,Inquiry,Resolved,2023-05-16,14.0,Website,441.8,Electronics,2022-01,0.0,2
23.0,M,Married,Medium,2022-07-17,Complaint,Resolved,2023-03-07,2.0,Online Banking,238.69,Electronics,2022-05,0.0,2
56.0,M,Divorced,High,2022-09-04,Inquiry,Resolved,2023-10-14,26.0,Online Banking,257.99,Books,2022-10,0.0,3
19.0,M,Widowed,Medium,2022-07-07,Feedback,Unresolved,2023-03-20,34.0,Website,109.41,Books,2022-09,0.0,2
28.0,F,Widowed,Medium,2022-05-27,Inquiry,Resolved,2023-06-10,47.0,Mobile App,217.52,Electronics,2022-03,0.0,2
24.0,F,Widowed,High,2022-10-16,Complaint,Unresolved,2023-12-26,49.0,Website,99.6,Furniture,2022-09,0.0,3
24.0,M,Married,Low,2022-11-09,Inquiry,Resolved,2023-12-20,18.0,Website,202.38,Clothing,2022-12,0.0,1
56.0,M,Married,High,2022-07-15,Complaint,Unresolved,2023-07-22,12.0,Website,457.32,Books,2022-04,0.0,3
56.0,M,Married,High,2022-05-30,Complaint,Unresolved,2023-12-15,19.0,Online Banking,367.77,Books,2022-02,1.0,3
29.0,M,Married,High,2022-01-28,Inquiry,Unresolved,2023-01-18,36.0,Website,9.83,Books,2022-11,0.0,3
68.0,F,Single,Medium,2022-11-29,Inquiry,Resolved,2023-09-16,38.0,Online Banking,447.04,Books,2022-10,0.0,2
39.0,M,Single,High,2022-12-13,Feedback,Unresolved,2023-04-30,16.0,Website,71.74,Books,2022-07,0.0,3
68.0,M,Divorced,Medium,2022-02-25,Feedback,Resolved,2023-10-20,46.0,Website,135.1,Furniture,2022-08,0.0,2
68.0,F,Married,Low,2022-06-02,Feedback,Resolved,2023-12-29,8.0,Mobile App,62.04,Groceries,2022-08,0.0,1
69.0,F,Divorced,High,2022-08-07,Inquiry,Resolved,2023-12-02,9.0,Website,264.9,Books,2022-10,0.0,3
20.0,F,Widowed,Low,2022-07-22,Complaint,Resolved,2023-09-20,4.0,Online Banking,155.9,Electronics,2022-03,0.0,1
30.0,F,Married,High,2022-02-17,Feedback,Unresolved,2023-05-31,36.0,Website,179.18,Books,2022-02,0.0,3
47.0,M,Single,Medium,2022-04-05,Feedback,Resolved,2023-08-05,47.0,Website,350.04,Electronics,2022-03,0.0,2
27.0,M,Married,Low,2022-05-14,Inquiry,Resolved,2023-07-11,38.0,Online Banking,106.22,Books,2022-01,0.0,1
69.0,F,Widowed,High,2022-06-29,Inquiry,Resolved,2023-11-10,49.0,Online Banking,144.06,Clothing,2022-04,0.0,3
26.0,F,Divorced,Low,2022-04-20,Inquiry,Unresolved,2023-04-01,49.0,Website,121.27,Clothing,2022-01,0.0,1
23.0,M,Married,Medium,2022-10-21,Inquiry,Unresolved,2023-09-10,45.0,Website,74.53,Groceries,2022-05,0.0,2
61.0,M,Single,Medium,2022-06-09,Feedback,Unresolved,2023-10-15,4.0,Website,27.14,Clothing,2022-12,0.0,2
19.0,M,Widowed,High,2022-08-10,Complaint,Resolved,2023-10-05,8.0,Online Banking,463.56,Furniture,2022-11,0.0,3
61.0,F,Widowed,High,2022-11-29,Inquiry,Unresolved,2023-01-09,43.0,Mobile App,429.79,Electronics,2022-09,0.0,3
33.0,F,Divorced,Low,2022-07-16,Inquiry,Resolved,2023-08-21,7.0,Mobile App,224.68,Clothing,2022-12,0.0,1
30.0,F,Married,Medium,2022-03-21,Complaint,Unresolved,2023-03-11,3.0,Website,469.67,Groceries,2022-07,0.0,2
65.0,M,Single,Medium,2022-06-01,Inquiry,Resolved,2023-09-04,1.0,Online Banking,47.28,Groceries,2022-08,0.0,2
30.0,M,Married,High,2022-10-02,Feedback,Resolved,2023-01-26,4.0,Mobile App,322.61,Groceries,2022-02,0.0,3
39.0,M,Single,Medium,2022-10-08,Inquiry,Resolved,2023-03-01,1.0,Mobile App,89.97,Electronics,2022-02,0.0,2
36.0,F,Divorced,Medium,2022-09-15,Feedback,Resolved,2023-03-15,46.0,Website,265.48,Groceries,2022-10,0.0,2
43.0,F,Widowed,Medium,2022-06-05,Feedback,Resolved,2023-01-16,42.0,Mobile App,485.2,Clothing,2022-08,0.0,2
31.0,M,Divorced,Low,2022-07-06,Feedback,Resolved,2023-10-14,38.0,Mobile App,43.2,Electronics,2022-05,0.0,1
48.0,M,Widowed,Low,2022-09-30,Complaint,Resolved,2023-08-21,37.0,Mobile App,416.95,Books,2022-11,0.0,1
46.0,F,Married,Low,2022-04-10,Inquiry,Unresolved,2023-09-26,12.0,Mobile App,124.42,Books,2022-12,0.0,1
62.0,F,Widowed,Medium,2022-05-03,Inquiry,Unresolved,2023-11-22,42.0,Online Banking,368.25,Groceries,2022-12,0.0,2
59.0,F,Single,High,2022-01-25,Complaint,Unresolved,2023-08-21,10.0,Mobile App,282.43,Groceries,2022-03,0.0,3
39.0,M,Divorced,High,2022-07-02,Feedback,Unresolved,2023-01-09,47.0,Online Banking,444.52,Clothing,2022-11,0.0,3
24.0,M,Widowed,High,2022-10-04,Feedback,Unresolved,2023-12-16,1.0,Website,271.16,Clothing,2022-12,1.0,3
54.0,F,Widowed,Low,2022-03-25,Feedback,Resolved,2023-03-23,2.0,Online Banking,480.14,Furniture,2022-01,0.0,1
66.0,M,Married,Medium,2022-04-08,Complaint,Resolved,2023-01-14,12.0,Website,359.68,Clothing,2022-10,0.0,2
58.0,F,Married,Low,2022-01-27,Feedback,Unresolved,2023-09-17,39.0,Online Banking,90.94,Electronics,2022-10,0.0,1
44.0,M,Married,Low,2022-05-04,Complaint,Resolved,2023-06-22,48.0,Mobile App,392.0,Electronics,2022-03,1.0,1
48.0,M,Single,High,2022-01-30,Inquiry,Unresolved,2023-11-24,36.0,Mobile App,168.89,Books,2022-09,0.0,3
23.0,M,Married,High,2022-10-07,Feedback,Resolved,2023-11-27,7.0,Online Banking,431.98,Groceries,2022-10,0.0,3
33.0,F,Widowed,Medium,2022-12-22,Inquiry,Resolved,2023-04-03,38.0,Website,410.31,Groceries,2022-07,1.0,2
55.0,M,Single,Low,2022-05-29,Feedback,Unresolved,2023-06-07,25.0,Website,293.15,Groceries,2022-06,0.0,1
55.0,F,Married,Medium,2022-12-08,Inquiry,Unresolved,2023-12-06,3.0,Website,16.77,Groceries,2022-09,0.0,2
67.0,M,Widowed,Low,2022-04-24,Feedback,Unresolved,2023-02-02,27.0,Online Banking,80.42,Furniture,2022-02,0.0,1
49.0,F,Single,Medium,2022-06-21,Inquiry,Unresolved,2023-08-16,24.0,Online Banking,264.5,Groceries,2022-11,0.0,2
50.0,F,Widowed,Low,2022-10-09,Complaint,Resolved,2023-02-27,27.0,Mobile App,150.66,Clothing,2022-09,0.0,1
66.0,F,Married,Medium,2022-06-25,Feedback,Unresolved,2023-07-30,6.0,Mobile App,287.09,Furniture,2022-04,0.0,2
34.0,F,Married,Low,2022-01-31,Feedback,Resolved,2023-09-17,25.0,Mobile App,449.79,Groceries,2022-10,0.0,1
50.0,F,Single,Low,2022-10-12,Feedback,Resolved,2023-07-31,43.0,Website,7.21,Electronics,2022-09,0.0,1
28.0,M,Divorced,High,2022-10-05,Complaint,Unresolved,2023-06-22,31.0,Online Banking,125.64,Clothing,2022-12,0.0,3
30.0,M,Widowed,Low,2022-12-17,Inquiry,Unresolved,2023-08-31,44.0,Mobile App,64.86,Furniture,2022-05,0.0,1
47.0,F,Widowed,High,2022-08-25,Feedback,Unresolved,2023-05-10,9.0,Mobile App,233.53,Furniture,2022-01,0.0,3
18.0,F,Divorced,Medium,2022-07-05,Feedback,Unresolved,2023-10-11,39.0,Mobile App,162.48,Clothing,2022-06,1.0,2
47.0,F,Divorced,High,2022-09-28,Inquiry,Resolved,2023-12-14,29.0,Website,20.24,Books,2022-11,1.0,3
44.0,M,Widowed,Low,2022-09-15,Feedback,Unresolved,2023-10-08,14.0,Mobile App,493.02,Clothing,2022-04,0.0,1
57.0,F,Single,High,2022-02-04,Feedback,Resolved,2023-11-05,36.0,Online Banking,310.55,Books,2022-02,0.0,3
40.0,M,Divorced,High,2022-08-02,Complaint,Resolved,2023-08-10,29.0,Website,225.4,Electronics,2022-06,0.0,3
37.0,F,Married,Medium,2022-06-02,Complaint,Resolved,2023-02-10,43.0,Website,97.95,Furniture,2022-10,0.0,2
23.0,M,Single,High,2022-06-17,Inquiry,Unresolved,2023-03-25,41.0,Website,252.74,Groceries,2022-12,1.0,3
54.0,F,Divorced,Medium,2022-06-20,Complaint,Unresolved,2023-01-20,38.0,Mobile App,424.94,Clothing,2022-07,1.0,2
37.0,M,Married,Medium,2022-05-26,Inquiry,Resolved,2023-05-03,22.0,Online Banking,456.67,Furniture,2022-08,1.0,2
54.0,M,Married,High,2022-11-11,Complaint,Unresolved,2023-06-06,12.0,Mobile App,155.02,Furniture,2022-07,1.0,3
23.0,F,Widowed,Low,2022-08-24,Inquiry,Resolved,2023-05-21,40.0,Website,388.89,Books,2022-05,0.0,1
46.0,F,Single,Medium,2022-10-20,Feedback,Resolved,2023-02-16,49.0,Online Banking,30.56,Clothing,2022-06,0.0,2
30.0,F,Divorced,High,2022-03-02,Feedback,Resolved,2023-08-10,26.0,Website,216.1,Electronics,2022-11,0.0,3
44.0,F,Married,Medium,2022-07-09,Complaint,Unresolved,2023-03-10,46.0,Mobile App,283.29,Groceries,2022-01,0.0,2
67.0,M,Widowed,High,2022-06-17,Feedback,Resolved,2023-06-05,28.0,Online Banking,262.13,Groceries,2022-10,0.0,3
37.0,M,Divorced,High,2022-02-06,Feedback,Unresolved,2023-04-29,21.0,Website,399.7,Groceries,2022-05,0.0,3
30.0,M,Married,Low,2022-07-20,Inquiry,Unresolved,2023-11-14,27.0,Mobile App,62.29,Electronics,2022-02,0.0,1
56.0,M,Widowed,High,2022-07-02,Complaint,Unresolved,2023-10-28,33.0,Website,70.07,Groceries,2022-04,1.0,3
25.0,M,Married,Medium,2022-12-10,Feedback,Unresolved,2023-07-28,29.0,Mobile App,124.39,Books,2022-05,0.0,2
34.0,M,Widowed,Medium,2022-01-06,Inquiry,Unresolved,2023-03-30,24.0,Mobile App,318.77,Books,2022-05,1.0,2
47.0,F,Widowed,Low,2022-10-02,Inquiry,Unresolved,2023-06-19,32.0,Website,130.68,Electronics,2022-02,0.0,1
18.0,M,Single,Medium,2022-12-05,Feedback,Unresolved,2023-11-22,6.0,Website,404.61,Furniture,2022-11,0.0,2
41.0,M,Divorced,Low,2022-05-19,Inquiry,Resolved,2023-04-04,27.0,Mobile App,326.09,Electronics,2022-02,0.0,1
33.0,M,Widowed,High,2022-07-15,Inquiry,Unresolved,2023-09-22,16.0,Website,317.56,Clothing,2022-01,0.0,3
28.0,F,Married,High,2022-06-04,Inquiry,Resolved,2023-06-13,36.0,Online Banking,114.83,Groceries,2022-07,0.0,3
21.0,M,Divorced,High,2022-05-02,Complaint,Unresolved,2023-03-19,47.0,Website,330.11,Groceries,2022-11,0.0,3
21.0,F,Divorced,Low,2022-03-23,Feedback,Resolved,2023-06-04,30.0,Website,350.28,Furniture,2022-12,0.0,1
34.0,M,Divorced,Medium,2022-02-24,Feedback,Resolved,2023-07-20,15.0,Website,369.77,Electronics,2022-11,0.0,2
66.0,M,Single,Medium,2022-04-10,Feedback,Resolved,2023-11-13,8.0,Mobile App,452.48,Electronics,2022-04,0.0,2
27.0,F,Widowed,High,2022-03-23,Feedback,Resolved,2023-05-06,31.0,Website,270.34,Clothing,2022-07,1.0,3
38.0,M,Widowed,Medium,2022-10-04,Feedback,Resolved,2023-02-12,9.0,Mobile App,364.98,Books,2022-01,1.0,2
55.0,M,Widowed,Low,2022-04-27,Complaint,Unresolved,2023-06-12,42.0,Online Banking,145.6,Furniture,2022-09,0.0,1
66.0,F,Widowed,Low,2022-11-17,Inquiry,Unresolved,2023-04-22,21.0,Online Banking,289.38,Clothing,2022-07,0.0,1
35.0,F,Married,Low,2022-02-26,Complaint,Resolved,2023-11-08,39.0,Online Banking,226.47,Clothing,2022-04,0.0,1
27.0,M,Widowed,Low,2022-09-09,Complaint,Unresolved,2023-03-20,39.0,Website,362.54,Furniture,2022-06,0.0,1
62.0,M,Divorced,Medium,2022-10-13,Inquiry,Resolved,2023-10-21,43.0,Website,362.75,Groceries,2022-02,0.0,2
33.0,F,Widowed,Low,2022-02-04,Complaint,Unresolved,2023-07-20,20.0,Online Banking,243.5,Electronics,2022-05,0.0,1
56.0,F,Widowed,Medium,2022-09-26,Complaint,Resolved,2023-12-08,26.0,Website,361.18,Books,2022-04,0.0,2
32.0,F,Widowed,High,2022-01-29,Feedback,Unresolved,2023-10-20,38.0,Online Banking,267.54,Groceries,2022-07,0.0,3
51.0,F,Widowed,Medium,2022-05-19,Feedback,Resolved,2023-06-01,43.0,Mobile App,208.97,Books,2022-02,0.0,2
22.0,M,Single,Low,2022-06-21,Complaint,Unresolved,2023-05-21,14.0,Online Banking,267.77,Electronics,2022-05,0.0,1
34.0,M,Divorced,Medium,2022-10-04,Inquiry,Unresolved,2023-11-17,48.0,Online Banking,236.98,Electronics,2022-01,0.0,2
54.0,F,Single,High,2022-10-21,Feedback,Unresolved,2023-02-10,41.0,Online Banking,109.14,Furniture,2022-11,0.0,3
25.0,M,Divorced,High,2022-03-04,Complaint,Resolved,2023-05-01,21.0,Mobile App,103.62,Electronics,2022-02,0.0,3
41.0,F,Widowed,High,2022-12-23,Inquiry,Resolved,2023-04-04,19.0,Online Banking,466.37,Groceries,2022-12,1.0,3
45.0,F,Widowed,Medium,2022-07-05,Complaint,Unresolved,2023-09-17,14.0,Online Banking,236.93,Books,2022-01,0.0,2
64.0,M,Divorced,Low,2022-04-08,Complaint,Unresolved,2023-03-13,9.0,Online Banking,134.62,Groceries,2022-03,0.0,1
25.0,F,Divorced,Low,2022-05-02,Feedback,Unresolved,2023-07-11,42.0,Mobile App,491.25,Clothing,2022-05,1.0,1
40.0,F,Single,Medium,2022-06-18,Feedback,Unresolved,2023-05-16,4.0,Mobile App,355.25,Electronics,2022-07,1.0,2
52.0,M,Single,Low,2022-12-10,Feedback,Unresolved,2023-04-28,23.0,Online Banking,304.64,Books,2022-02,0.0,1
48.0,M,Married,Low,2022-10-02,Inquiry,Resolved,2023-01-17,22.0,Online Banking,49.43,Books,2022-07,0.0,1
34.0,F,Married,Medium,2022-06-13,Feedback,Unresolved,2023-04-25,20.0,Online Banking,255.56,Electronics,2022-02,0.0,2
45.0,M,Single,High,2022-02-12,Feedback,Unresolved,2023-03-22,19.0,Website,315.8,Furniture,2022-12,1.0,3
65.0,M,Married,Low,2022-11-19,Inquiry,Resolved,2023-10-17,19.0,Mobile App,84.67,Books,2022-06,1.0,1
65.0,M,Single,High,2022-06-14,Inquiry,Resolved,2023-10-26,23.0,Mobile App,48.52,Books,2022-11,0.0,3
68.0,M,Single,Low,2022-11-01,Feedback,Resolved,2023-10-18,31.0,Website,260.54,Books,2022-08,0.0,1
29.0,M,Single,High,2022-06-22,Inquiry,Unresolved,2023-09-12,46.0,Mobile App,210.88,Furniture,2022-11,0.0,3
41.0,M,Married,High,2022-05-17,Complaint,Unresolved,2023-09-14,19.0,Mobile App,179.79,Books,2022-03,1.0,3
32.0,F,Divorced,Low,2022-12-04,Inquiry,Resolved,2023-02-17,44.0,Online Banking,457.76,Clothing,2022-07,0.0,1
57.0,M,Widowed,Low,2022-11-12,Complaint,Unresolved,2023-02-08,20.0,Online Banking,219.09,Electronics,2022-05,0.0,1
48.0,F,Married,Medium,2022-06-28,Feedback,Unresolved,2023-09-14,26.0,Mobile App,114.54,Books,2022-11,0.0,2
44.0,F,Widowed,Low,2022-03-15,Complaint,Unresolved,2023-05-18,6.0,Website,221.19,Groceries,2022-05,1.0,1
52.0,F,Widowed,Low,2022-03-02,Inquiry,Resolved,2023-05-04,28.0,Online Banking,290.31,Electronics,2022-06,0.0,1
35.0,M,Divorced,Medium,2022-04-05,Complaint,Resolved,2023-09-23,41.0,Website,240.01,Books,2022-03,0.0,2
53.0,M,Married,High,2022-10-10,Complaint,Unresolved,2023-06-20,4.0,Mobile App,60.51,Electronics,2022-07,1.0,3
25.0,F,Widowed,Medium,2022-07-24,Feedback,Resolved,2023-05-09,49.0,Mobile App,343.69,Electronics,2022-01,0.0,2
63.0,F,Divorced,High,2022-09-07,Complaint,Unresolved,2023-05-01,44.0,Website,150.23,Groceries,2022-10,0.0,3
66.0,F,Divorced,Medium,2022-09-26,Inquiry,Resolved,2023-03-04,9.0,Website,478.77,Furniture,2022-01,0.0,2
55.0,F,Single,Low,2022-11-14,Complaint,Resolved,2023-11-08,49.0,Online Banking,464.52,Furniture,2022-04,0.0,1
22.0,M,Married,Low,2022-05-30,Complaint,Unresolved,2023-06-08,14.0,Mobile App,391.41,Groceries,2022-05,1.0,1
31.0,F,Widowed,High,2022-03-20,Complaint,Resolved,2023-02-14,31.0,Website,86.29,Groceries,2022-09,0.0,3
55.0,M,Divorced,Low,2022-04-28,Feedback,Unresolved,2023-07-26,29.0,Website,130.84,Books,2022-11,1.0,1
37.0,F,Widowed,High,2022-05-11,Feedback,Resolved,2023-06-07,49.0,Mobile App,390.4,Clothing,2022-01,1.0,3
61.0,M,Married,Medium,2022-01-01,Inquiry,Resolved,2023-09-17,22.0,Website,119.38,Groceries,2022-03,0.0,2
26.0,M,Single,Low,2022-05-27,Complaint,Resolved,2023-03-26,9.0,Website,446.8,Books,2022-02,0.0,1
50.0,F,Widowed,High,2022-04-12,Complaint,Unresolved,2023-12-27,11.0,Website,336.18,Electronics,2022-06,0.0,3
35.0,F,Single,Medium,2022-02-22,Inquiry,Unresolved,2023-07-23,25.0,Mobile App,324.7,Groceries,2022-03,0.0,2
23.0,F,Divorced,Low,2022-10-07,Complaint,Unresolved,2023-07-31,34.0,Website,288.64,Electronics,2022-10,1.0,1
54.0,F,Single,Low,2022-08-03,Complaint,Unresolved,2023-01-29,38.0,Mobile App,437.63,Electronics,2022-12,0.0,1
19.0,M,Widowed,High,2022-09-17,Feedback,Resolved,2023-04-01,5.0,Mobile App,313.57,Books,2022-02,0.0,3
47.0,M,Married,Low,2022-10-25,Complaint,Unresolved,2023-07-10,47.0,Website,25.51,Furniture,2022-05,0.0,1
23.0,M,Widowed,High,2022-09-29,Feedback,Unresolved,2023-01-08,23.0,Website,377.85,Furniture,2022-10,0.0,3
34.0,M,Widowed,Low,2022-07-02,Complaint,Unresolved,2023-08-13,22.0,Mobile App,379.03,Books,2022-08,0.0,1
